x,emitter,ref_sensor,sensor_x,rssi_x,sensor_y,rssi_y,sensor_z,rssi_z,distance_error
0.0,29.0,57.0,s57,-52.0,s20,-53.0,s22,-55.0,10.61980715229185
0.0,29.0,57.0,s57,-43.0,s06,-48.0,s22,-58.0,23.835464184848842
0.0,29.0,57.0,s06,-50.0,s57,-52.0,s54,-56.0,24.651817242171088
0.0,29.0,57.0,s57,-48.0,s22,-53.0,s06,-54.0,8.241340613641412
0.0,29.0,57.0,s57,-53.0,s22,-56.0,s05,-61.0,44.56443001747119
0.0,29.0,57.0,s06,-54.0,s22,-57.0,s57,-59.0,24.800189789767398
0.0,29.0,57.0,s57,-37.0,s06,-51.0,s22,-52.0,14.640248036364452
0.0,29.0,57.0,s06,-50.0,s57,-51.0,s20,-52.0,14.766160644229855
0.0,29.0,57.0,s57,-47.0,s06,-50.0,s22,-59.0,21.601490039655932
0.0,29.0,57.0,s20,-47.0,s57,-52.0,s06,-58.0,28.916192031004385
0.0,29.0,57.0,s57,-49.0,s06,-52.0,s20,-56.0,9.503047261004994
0.0,29.0,57.0,s57,-48.0,s20,-52.0,s22,-56.0,10.056305829733839
0.0,29.0,57.0,s57,-45.0,s54,-55.0,s20,-56.0,378.4010409902126
0.0,29.0,57.0,s57,-44.0,s06,-49.0,s22,-50.0,14.503662098095024
0.0,29.0,57.0,s57,-50.0,s20,-58.0,s22,-60.0,12.913416421767224
0.0,29.0,57.0,s22,-46.0,s57,-47.0,s06,-57.0,10.09180444750797
0.0,29.0,57.0,s57,-48.0,s20,-57.0,s54,-58.0,752.7318552172205
0.0,29.0,57.0,s57,-40.0,s22,-49.0,s06,-53.0,6.437082779519944
0.0,29.0,57.0,s06,-48.0,s20,-49.0,s22,-53.0,11.945345374352016
0.0,29.0,57.0,s57,-40.0,s06,-51.0,s20,-52.0,8.308399859545366
0.0,29.0,57.0,s20,-53.0,s22,-59.0,s54,-61.0,32.671135071925086
0.0,29.0,57.0,s57,-51.0,s20,-53.0,s06,-55.0,8.190837722187016
0.0,29.0,57.0,s57,-44.0,s06,-51.0,s22,-58.0,23.922536799048153
0.0,29.0,57.0,s57,-32.0,s22,-42.0,s06,-61.0,7.354526467827119
0.0,29.0,57.0,s57,-44.0,s06,-47.0,s22,-56.0,22.65154965348791
0.0,29.0,57.0,s22,-49.0,s57,-56.0,s06,-60.0,35.62477301055808
0.0,29.0,57.0,s06,-53.0,s57,-54.0,s22,-59.0,23.545432311610053
0.0,29.0,57.0,s57,-38.0,s06,-50.0,s22,-52.0,13.752794722378523
0.0,29.0,57.0,s06,-52.0,s57,-56.0,s20,-60.0,38.96287027925717
0.0,29.0,57.0,s06,-51.0,s22,-52.0,s57,-52.0,16.44189239514346
0.0,29.0,57.0,s20,-50.0,s57,-50.0,s22,-58.0,25.7343901285323
0.0,29.0,57.0,s06,-45.0,s57,-46.0,s20,-50.0,15.086236623039083
0.0,29.0,57.0,s57,-50.0,s22,-54.0,s06,-55.0,7.1240878741743145
0.0,29.0,57.0,s57,-39.0,s06,-49.0,s20,-56.0,11.01291902623687
0.0,29.0,57.0,s57,-43.0,s06,-50.0,s20,-50.0,9.749189283964855
0.0,29.0,57.0,s57,-49.0,s22,-58.0,s20,-60.0,28.057845391684413
0.0,29.0,57.0,s20,-46.0,s06,-50.0,s57,-51.0,13.789051717122067
0.0,29.0,57.0,s22,-55.0,s57,-58.0,s20,-61.0,26.31241829557301
0.0,29.0,57.0,s06,-49.0,s20,-52.0,s22,-54.0,13.747992305322018
0.0,29.0,57.0,s57,-35.0,s22,-49.0,s06,-57.0,3.904856225616371
0.0,29.0,57.0,s57,-44.0,s22,-48.0,s06,-51.0,9.056323294517897
0.0,29.0,57.0,s06,-47.0,s20,-52.0,s57,-57.0,15.517401513068158
0.0,29.0,57.0,s57,-33.0,s22,-49.0,s06,-58.0,5.136141865110562
0.0,29.0,57.0,s57,-44.0,s20,-51.0,s22,-54.0,11.761849274435487
0.0,29.0,57.0,s57,-43.0,s06,-49.0,s22,-59.0,22.00130131841555
0.0,29.0,57.0,s57,-33.0,s22,-47.0,s06,-61.0,7.2080799309160675
0.0,29.0,57.0,s06,-50.0,s20,-51.0,s54,-57.0,37.8849911718015
0.0,29.0,57.0,s57,-53.0,s20,-57.0,s22,-58.0,10.600444487499852
0.0,29.0,57.0,s57,-49.0,s06,-51.0,s20,-52.0,8.844161086858765
0.0,29.0,57.0,s57,-47.0,s22,-52.0,s20,-55.0,4.757215658120727
0.0,29.0,57.0,s06,-48.0,s57,-48.0,s20,-52.0,15.990875440284633
0.0,29.0,57.0,s22,-53.0,s06,-55.0,s57,-55.0,9.18660472560875
0.0,29.0,57.0,s22,-44.0,s57,-48.0,s06,-60.0,15.37120202938892
0.0,29.0,57.0,s57,-47.0,s06,-57.0,s22,-59.0,16.35437118853098
0.0,29.0,57.0,s06,-48.0,s57,-55.0,s22,-57.0,15.712684682995079
0.0,29.0,57.0,s57,-35.0,s22,-48.0,s06,-49.0,8.706320682644144
0.0,29.0,57.0,s57,-36.0,s06,-51.0,s22,-51.0,15.324478690553187
0.0,29.0,57.0,s57,-47.0,s06,-54.0,s22,-56.0,18.686983782427742
0.0,29.0,57.0,s57,-48.0,s20,-49.0,s06,-52.0,11.83706059177799
0.0,29.0,57.0,s57,-45.0,s06,-50.0,s22,-57.0,15.455141517302264
0.0,29.0,57.0,s22,-49.0,s57,-51.0,s06,-56.0,8.909374447259431
0.0,29.0,57.0,s57,-51.0,s22,-53.0,s06,-60.0,7.957253430263974
0.0,29.0,57.0,s57,-52.0,s06,-54.0,s22,-59.0,18.13596005823764
0.0,29.0,57.0,s06,-45.0,s57,-54.0,s20,-57.0,20.95717461649464
0.0,29.0,57.0,s57,-40.0,s06,-49.0,s22,-51.0,14.950885947290615
0.0,29.0,57.0,s06,-49.0,s20,-53.0,s57,-53.0,11.651484353663218
0.0,29.0,57.0,s22,-53.0,s57,-53.0,s06,-54.0,12.003516449408883
0.0,29.0,57.0,s57,-33.0,s22,-55.0,s06,-57.0,11.943119942866025
0.0,29.0,57.0,s57,-49.0,s06,-54.0,s22,-59.0,18.328399065457003
0.0,29.0,57.0,s22,-51.0,s57,-53.0,s06,-54.0,15.110898783535912
0.0,29.0,57.0,s57,-49.0,s06,-53.0,s20,-56.0,9.236113592646845
0.0,29.0,57.0,s22,-45.0,s06,-53.0,s57,-56.0,20.18643127117737
0.0,29.0,57.0,s57,-30.0,s22,-53.0,s06,-59.0,0.9297553678545272
0.0,29.0,57.0,s20,-48.0,s57,-48.0,s06,-50.0,10.68490523149702
0.0,29.0,57.0,s57,-47.0,s22,-52.0,s06,-54.0,7.771230841468255
0.0,29.0,57.0,s57,-41.0,s06,-49.0,s22,-50.0,14.503662098095024
0.0,29.0,57.0,s57,-51.0,s22,-52.0,s06,-57.0,5.509337840489893
0.0,29.0,57.0,s57,-51.0,s06,-56.0,s20,-60.0,9.070494313951306
0.0,29.0,57.0,s22,-54.0,s06,-55.0,s20,-55.0,7.090945934224731
0.0,29.0,57.0,s57,-37.0,s06,-52.0,s22,-52.0,11.497540760187075
0.0,29.0,57.0,s57,-46.0,s22,-51.0,s06,-54.0,5.465703165258952
0.0,29.0,57.0,s06,-56.0,s57,-57.0,s22,-59.0,13.465096141849449
0.0,29.0,57.0,s06,-50.0,s20,-50.0,s57,-51.0,9.849148399891158
0.0,29.0,57.0,s06,-49.0,s22,-53.0,s57,-53.0,16.12229266571083
0.0,29.0,57.0,s57,-41.0,s06,-47.0,s22,-53.0,14.68205963749588
0.0,29.0,57.0,s57,-36.0,s06,-51.0,s22,-52.0,14.640248036364452
0.0,29.0,57.0,s57,-31.0,s22,-49.0,s06,-61.0,6.820865962748492
0.0,29.0,57.0,s57,-44.0,s06,-46.0,s20,-48.0,10.398681333305039
0.0,29.0,57.0,s06,-44.0,s20,-51.0,s57,-51.0,10.587218565348191
0.0,29.0,57.0,s22,-52.0,s57,-55.0,s06,-59.0,16.859210490931076
0.0,29.0,57.0,s57,-39.0,s22,-49.0,s20,-51.0,10.465621821794493
0.0,29.0,57.0,s20,-54.0,s57,-56.0,s22,-59.0,19.57550206188859
0.0,29.0,57.0,s57,-47.0,s22,-52.0,s06,-59.0,1.2946938415556084
0.0,29.0,57.0,s57,-48.0,s06,-49.0,s20,-55.0,7.641543417475653
0.0,29.0,57.0,s20,-54.0,s22,-54.0,s06,-57.0,7.2191851300125025
0.0,29.0,57.0,s57,-33.0,s20,-55.0,s22,-55.0,4.620695371028842
0.0,29.0,57.0,s06,-48.0,s57,-48.0,s20,-57.0,20.444605156837362
0.0,29.0,57.0,s57,-45.0,s20,-54.0,s06,-59.0,7.394129430977161
0.0,29.0,57.0,s22,-51.0,s57,-55.0,s06,-59.0,18.095509580794687
0.0,29.0,57.0,s06,-49.0,s20,-49.0,s57,-52.0,12.801572071181765
0.0,29.0,57.0,s57,-50.0,s06,-53.0,s22,-54.0,11.663198843768031
0.0,29.0,57.0,s20,-49.0,s57,-49.0,s06,-51.0,10.557346252906488
0.0,29.0,57.0,s06,-48.0,s20,-48.0,s05,-61.0,51.107299728655185
0.0,29.0,57.0,s57,-31.0,s22,-47.0,s06,-59.0,4.41948638413597
0.0,29.0,57.0,s06,-54.0,s57,-54.0,s22,-60.0,39.10814555720199
0.0,29.0,57.0,s57,-50.0,s06,-56.0,s22,-56.0,11.046003112442687
0.0,29.0,57.0,s06,-48.0,s20,-51.0,s57,-60.0,29.22661283527954
0.0,29.0,57.0,s57,-33.0,s22,-43.0,s06,-60.0,10.681512333039999
0.0,29.0,57.0,s57,-47.0,s06,-54.0,s22,-61.0,22.118962194580725
0.0,29.0,57.0,s20,-54.0,s54,-54.0,s06,-55.0,40.38717774085817
0.0,29.0,57.0,s22,-47.0,s57,-49.0,s06,-59.0,9.998400217477823
0.0,29.0,57.0,s57,-46.0,s20,-55.0,s22,-58.0,9.306912730990426
0.0,29.0,57.0,s06,-50.0,s57,-50.0,s22,-58.0,35.29441226926756
0.0,29.0,57.0,s06,-49.0,s20,-56.0,s57,-61.0,23.017874107573004
0.0,29.0,57.0,s57,-49.0,s20,-50.0,s06,-59.0,11.43322998227854
0.0,29.0,57.0,s57,-36.0,s22,-56.0,s20,-61.0,25.115601159744315
0.0,29.0,57.0,s20,-47.0,s57,-47.0,s06,-48.0,10.602720096471321
0.0,29.0,57.0,s57,-34.0,s20,-54.0,s06,-58.0,8.092654049736787
0.0,29.0,57.0,s22,-47.0,s57,-49.0,s06,-56.0,10.15854545710526
0.0,29.0,57.0,s57,-48.0,s22,-50.0,s06,-56.0,4.017951662949223
0.0,29.0,57.0,s57,-48.0,s22,-57.0,s06,-58.0,5.437687109160608
0.0,29.0,57.0,s06,-47.0,s57,-50.0,s54,-60.0,21.65235267367834
0.0,29.0,57.0,s57,-40.0,s22,-52.0,s06,-55.0,5.764274099748968
0.0,29.0,57.0,s06,-43.0,s20,-54.0,s57,-56.0,22.734956238063347
0.0,29.0,57.0,s57,-35.0,s22,-45.0,s06,-61.0,7.354526467827119
0.0,29.0,57.0,s57,-36.0,s22,-47.0,s06,-57.0,3.8869119408011903
0.0,29.0,57.0,s57,-31.0,s22,-51.0,s06,-59.0,4.443750361524198
0.0,29.0,57.0,s06,-49.0,s20,-53.0,s57,-56.0,21.94144926806074
0.0,29.0,57.0,s57,-45.0,s06,-48.0,s54,-61.0,34.589655269820895
0.0,29.0,57.0,s06,-48.0,s20,-49.0,s22,-49.0,9.315694133700623
0.0,29.0,57.0,s57,-51.0,s22,-53.0,s06,-54.0,8.302916647932594
0.0,29.0,57.0,s57,-34.0,s22,-50.0,s54,-57.0,26.23802658613355
0.0,29.0,57.0,s57,-49.0,s22,-52.0,s06,-58.0,2.5511490578575455
0.0,29.0,57.0,s57,-39.0,s06,-55.0,s20,-55.0,4.6979354516145895
0.0,29.0,57.0,s20,-50.0,s06,-54.0,s22,-57.0,11.838169062846738
0.0,29.0,57.0,s57,-47.0,s06,-51.0,s20,-52.0,8.454253692625105
0.0,29.0,57.0,s06,-55.0,s57,-55.0,s22,-59.0,16.852829392033097
0.0,29.0,57.0,s57,-45.0,s06,-48.0,s22,-54.0,14.93425524025583
0.0,29.0,57.0,s22,-53.0,s57,-53.0,s20,-59.0,11.002763109278265
0.0,29.0,57.0,s57,-46.0,s20,-56.0,s22,-56.0,8.06778644437303
0.0,29.0,57.0,s22,-50.0,s06,-54.0,s57,-58.0,20.911417494083764
0.0,29.0,57.0,s57,-51.0,s22,-57.0,s06,-58.0,5.9450105320210636
0.0,29.0,57.0,s57,-44.0,s22,-49.0,s20,-50.0,9.747308401438719
0.0,29.0,57.0,s22,-49.0,s06,-53.0,s57,-53.0,10.226802249947214
0.0,29.0,57.0,s57,-46.0,s22,-58.0,s06,-59.0,28.26932452100594
0.0,29.0,57.0,s57,-51.0,s06,-55.0,s22,-61.0,20.373424892758948
0.0,29.0,57.0,s06,-50.0,s20,-51.0,s22,-58.0,22.627959389438953
0.0,29.0,57.0,s06,-48.0,s20,-50.0,s22,-52.0,11.601086774968449
0.0,29.0,57.0,s57,-47.0,s22,-51.0,s06,-59.0,4.613854007572205
0.0,29.0,57.0,s57,-47.0,s22,-56.0,s20,-57.0,22.987202560145484
0.0,29.0,57.0,s22,-49.0,s57,-53.0,s06,-54.0,14.26943968940086
0.0,29.0,57.0,s57,-32.0,s22,-50.0,s06,-54.0,5.797763795640063
0.0,29.0,57.0,s57,-47.0,s06,-55.0,s20,-57.0,4.726911727192885
0.0,29.0,57.0,s57,-44.0,s22,-50.0,s06,-55.0,4.141705821047651
0.0,29.0,57.0,s06,-49.0,s57,-51.0,s22,-52.0,11.728826464598624
0.0,29.0,57.0,s57,-48.0,s06,-52.0,s22,-55.0,13.142990692149965
0.0,29.0,57.0,s57,-50.0,s06,-58.0,s22,-61.0,13.850281077342194
0.0,29.0,57.0,s57,-36.0,s22,-50.0,s06,-52.0,7.066600981130166
0.0,29.0,57.0,s06,-44.0,s57,-50.0,s22,-54.0,13.836046603754866
0.0,29.0,57.0,s57,-38.0,s22,-52.0,s06,-53.0,8.921382861312203
0.0,29.0,57.0,s20,-48.0,s57,-52.0,s06,-54.0,13.84251925347049
0.0,29.0,57.0,s57,-36.0,s22,-50.0,s20,-58.0,3.5874792140569802
0.0,29.0,57.0,s57,-47.0,s20,-55.0,s06,-56.0,5.5597374219983635
0.0,29.0,57.0,s22,-46.0,s06,-54.0,s57,-54.0,11.474705232217035
0.0,29.0,57.0,s57,-45.0,s06,-50.0,s22,-54.0,14.146319579241558
0.0,29.0,57.0,s57,-45.0,s06,-47.0,s20,-50.0,9.724403980642897
0.0,29.0,57.0,s57,-51.0,s20,-56.0,s54,-61.0,994.5607863286092
0.0,29.0,57.0,s20,-51.0,s57,-54.0,s06,-56.0,26.783241417166476
0.0,29.0,57.0,s57,-49.0,s20,-52.0,s22,-52.0,10.85002466981671
0.0,29.0,57.0,s57,-49.0,s22,-53.0,s06,-54.0,8.090599975334378
0.0,29.0,57.0,s57,-33.0,s22,-57.0,s06,-60.0,8.76424217086037
0.0,29.0,57.0,s20,-50.0,s57,-51.0,s06,-53.0,10.49661567778672
0.0,29.0,57.0,s57,-44.0,s22,-53.0,s06,-54.0,8.388745537511953
0.0,29.0,57.0,s22,-53.0,s57,-58.0,s06,-60.0,28.384510203343474
0.0,29.0,57.0,s22,-54.0,s06,-56.0,s57,-57.0,3.28637993313847
0.0,29.0,57.0,s57,-33.0,s22,-51.0,s20,-55.0,5.284517992287444
0.0,29.0,57.0,s57,-44.0,s06,-45.0,s20,-49.0,10.104248956271075
0.0,29.0,57.0,s06,-47.0,s57,-52.0,s22,-57.0,15.74816958746911
0.0,29.0,57.0,s57,-47.0,s22,-51.0,s06,-60.0,10.557299390475814
0.0,29.0,57.0,s57,-46.0,s22,-52.0,s06,-53.0,8.874564542893827
0.0,29.0,57.0,s57,-46.0,s06,-48.0,s54,-57.0,43.28168400891245
0.0,29.0,57.0,s57,-47.0,s22,-52.0,s06,-53.0,8.84199808303821
0.0,29.0,57.0,s06,-51.0,s57,-51.0,s22,-54.0,14.37561911839182
0.0,29.0,57.0,s57,-45.0,s22,-50.0,s20,-57.0,4.80647634003472
0.0,29.0,57.0,s57,-34.0,s22,-43.0,s06,-61.0,7.354526467827119
0.0,29.0,57.0,s57,-39.0,s22,-51.0,s06,-54.0,5.391700419875839
0.0,29.0,57.0,s57,-33.0,s22,-52.0,s06,-54.0,7.8463730168030175
0.0,29.0,57.0,s57,-42.0,s06,-49.0,s20,-52.0,8.19801588923685
0.0,29.0,57.0,s57,-48.0,s06,-52.0,s22,-58.0,21.28912839084614
0.0,29.0,57.0,s06,-53.0,s57,-57.0,s22,-58.0,23.59306824793652
0.0,29.0,57.0,s06,-46.0,s57,-46.0,s20,-51.0,14.763597691433336
0.0,29.0,57.0,s22,-47.0,s06,-48.0,s57,-50.0,9.2790124513606
0.0,29.0,57.0,s57,-35.0,s06,-54.0,s22,-55.0,11.573514242992228
0.0,29.0,57.0,s57,-36.0,s22,-48.0,s20,-57.0,5.096459910277745
0.0,29.0,57.0,s06,-48.0,s57,-51.0,s20,-52.0,15.972886926628012
0.0,29.0,57.0,s20,-51.0,s06,-56.0,s22,-56.0,11.37400501926453
0.0,29.0,57.0,s57,-37.0,s06,-51.0,s22,-55.0,16.1775849136166
0.0,29.0,57.0,s57,-38.0,s22,-49.0,s20,-51.0,10.465621821794493
0.0,29.0,57.0,s06,-48.0,s20,-54.0,s54,-58.0,38.32560768988961
0.0,29.0,57.0,s57,-35.0,s22,-58.0,s20,-60.0,29.70042603060194
0.0,29.0,57.0,s57,-39.0,s06,-49.0,s20,-57.0,7.435322572929818
0.0,29.0,57.0,s06,-45.0,s57,-45.0,s20,-54.0,17.791395740199007
0.0,29.0,57.0,s57,-52.0,s22,-58.0,s54,-59.0,33.40838038668536
0.0,29.0,57.0,s57,-38.0,s06,-47.0,s22,-58.0,23.90280128335392
0.0,29.0,57.0,s57,-48.0,s20,-54.0,s06,-55.0,7.783750286960583
0.0,29.0,57.0,s57,-52.0,s06,-56.0,s22,-56.0,10.983686951848785
0.0,29.0,57.0,s06,-49.0,s22,-51.0,s57,-51.0,15.05870246326117
0.0,29.0,57.0,s57,-46.0,s22,-55.0,s06,-56.0,5.997990309371128
0.0,29.0,57.0,s57,-49.0,s06,-53.0,s22,-58.0,20.906806460981095
0.0,29.0,57.0,s57,-34.0,s22,-57.0,s06,-59.0,7.013194689389376
0.0,29.0,57.0,s57,-35.0,s22,-48.0,s06,-54.0,5.427663752911343
0.0,29.0,57.0,s57,-50.0,s22,-53.0,s20,-54.0,7.374479606886175
0.0,29.0,57.0,s22,-50.0,s06,-51.0,s57,-51.0,9.696231025905064
0.0,29.0,57.0,s57,-35.0,s06,-52.0,s22,-55.0,13.116098043972974
0.0,29.0,57.0,s06,-46.0,s57,-49.0,s20,-55.0,20.388541991188422
0.0,29.0,57.0,s06,-47.0,s57,-53.0,s22,-60.0,44.67747235460777
0.0,29.0,57.0,s57,-35.0,s06,-49.0,s22,-51.0,14.950885947290615
0.0,29.0,57.0,s57,-38.0,s22,-45.0,s06,-53.0,6.159917133813655
0.0,29.0,57.0,s57,-35.0,s20,-53.0,s06,-57.0,8.009565270650228
0.0,29.0,57.0,s57,-50.0,s06,-55.0,s22,-55.0,9.383021217739445
0.0,29.0,57.0,s20,-48.0,s57,-49.0,s06,-54.0,12.504065550379314
0.0,29.0,57.0,s06,-54.0,s20,-54.0,s57,-54.0,10.672398831106173
0.0,29.0,57.0,s06,-48.0,s22,-51.0,s20,-54.0,17.636358841846032
0.0,29.0,57.0,s57,-45.0,s22,-52.0,s20,-55.0,4.655095888182454
0.0,29.0,57.0,s57,-38.0,s22,-48.0,s54,-57.0,26.011069265742275
0.0,29.0,57.0,s06,-48.0,s22,-49.0,s57,-55.0,23.189049367272055
0.0,29.0,57.0,s06,-50.0,s57,-54.0,s20,-56.0,31.102066738643984
0.0,29.0,57.0,s57,-39.0,s22,-47.0,s06,-50.0,8.283075260920725
0.0,29.0,57.0,s57,-39.0,s06,-51.0,s20,-52.0,8.308399859545366
0.0,29.0,57.0,s06,-49.0,s22,-50.0,s57,-51.0,14.59565108092618
0.0,29.0,57.0,s57,-48.0,s22,-50.0,s20,-56.0,3.269508265580561
0.0,29.0,57.0,s57,-33.0,s06,-52.0,s20,-60.0,15.095453779102005
0.0,29.0,57.0,s20,-53.0,s22,-56.0,s06,-58.0,21.47584915332467
0.0,29.0,57.0,s20,-55.0,s22,-57.0,s57,-58.0,34.12282441601327
0.0,29.0,57.0,s57,-46.0,s22,-59.0,s20,-60.0,26.100716634622028
0.0,29.0,57.0,s57,-49.0,s20,-57.0,s06,-59.0,5.695038754900029
0.0,29.0,57.0,s57,-45.0,s22,-49.0,s06,-53.0,6.437082779519944
0.0,29.0,57.0,s57,-48.0,s06,-56.0,s22,-60.0,18.861630618144485
0.0,29.0,57.0,s57,-50.0,s22,-53.0,s06,-59.0,0.86705066332134
0.0,29.0,57.0,s06,-49.0,s57,-52.0,s20,-55.0,19.446126592694196
0.0,29.0,57.0,s06,-45.0,s20,-48.0,s57,-52.0,13.076140795016036
0.0,29.0,57.0,s22,-48.0,s57,-56.0,s06,-60.0,36.542431689773565
0.0,29.0,57.0,s20,-54.0,s57,-55.0,s22,-56.0,15.017733320137431
0.0,29.0,57.0,s57,-41.0,s20,-48.0,s22,-51.0,16.865799394020236
0.0,29.0,57.0,s06,-47.0,s57,-48.0,s22,-54.0,14.266556123811952
0.0,29.0,57.0,s57,-34.0,s06,-49.0,s22,-59.0,22.00130131841555
0.0,29.0,57.0,s57,-34.0,s22,-46.0,s06,-52.0,6.507905276443761
0.0,29.0,57.0,s20,-54.0,s06,-58.0,s57,-58.0,20.625967674424594
0.0,29.0,57.0,s22,-45.0,s57,-57.0,s06,-60.0,23.272979591390822
