x,emitter,ref_sensor,sensor_x,rssi_x,sensor_y,rssi_y,sensor_z,rssi_z,distance_error
0.0,29.0,57.0,s06,-45.0,s20,-47.0,s22,-52.0,11.777763123713427
0.0,29.0,57.0,s57,-33.0,s22,-43.0,s20,-58.0,4.025907550849572
0.0,29.0,57.0,s22,-48.0,s57,-48.0,s06,-53.0,12.460975039267524
0.0,29.0,57.0,s06,-46.0,s22,-50.0,s20,-57.0,20.90399123085088
0.0,29.0,57.0,s06,-49.0,s57,-53.0,s22,-55.0,14.88922332690782
0.0,29.0,57.0,s57,-34.0,s06,-49.0,s22,-50.0,14.503662098095024
0.0,29.0,57.0,s06,-51.0,s57,-52.0,s22,-53.0,12.216152947234631
0.0,29.0,57.0,s06,-48.0,s57,-48.0,s22,-53.0,12.523680267781476
0.0,29.0,57.0,s57,-44.0,s22,-55.0,s06,-59.0,6.477979537363861
0.0,29.0,57.0,s57,-44.0,s06,-49.0,s20,-56.0,11.01291902623687
0.0,29.0,57.0,s57,-39.0,s22,-46.0,s20,-51.0,10.497149844667614
0.0,29.0,57.0,s57,-48.0,s22,-53.0,s06,-57.0,5.931271919115348
0.0,29.0,57.0,s57,-47.0,s22,-52.0,s20,-61.0,4.943334608440501
0.0,29.0,57.0,s57,-45.0,s06,-56.0,s20,-56.0,2.257681828791846
0.0,29.0,57.0,s57,-41.0,s20,-51.0,s22,-51.0,16.95499900042919
0.0,29.0,57.0,s57,-43.0,s22,-49.0,s06,-59.0,3.9979996788967127
0.0,29.0,57.0,s57,-52.0,s20,-53.0,s22,-54.0,12.281816966563028
0.0,29.0,57.0,s57,-47.0,s06,-51.0,s22,-57.0,16.346730980288783
0.0,29.0,57.0,s20,-47.0,s06,-48.0,s57,-53.0,16.464360606874887
0.0,29.0,57.0,s57,-54.0,s22,-57.0,s20,-60.0,5.7470045982717215
0.0,29.0,57.0,s06,-46.0,s57,-52.0,s20,-53.0,17.18462498225191
0.0,29.0,57.0,s57,-45.0,s22,-52.0,s20,-53.0,7.655400468799201
0.0,29.0,57.0,s06,-46.0,s20,-50.0,s57,-56.0,22.904535735134786
0.0,29.0,57.0,s06,-53.0,s57,-53.0,s20,-59.0,24.982085838226084
0.0,29.0,57.0,s20,-53.0,s22,-53.0,s57,-54.0,16.953839443918756
0.0,29.0,57.0,s06,-43.0,s57,-47.0,s22,-56.0,34.55238246740228
0.0,29.0,57.0,s06,-52.0,s22,-53.0,s57,-54.0,13.661099085947999
0.0,29.0,57.0,s06,-45.0,s20,-55.0,s22,-55.0,19.486801340637026
0.0,29.0,57.0,s57,-38.0,s20,-54.0,s22,-54.0,7.200591445465599
0.0,29.0,57.0,s06,-50.0,s22,-53.0,s57,-54.0,16.33140008307695
0.0,29.0,57.0,s20,-49.0,s54,-57.0,s05,-61.0,914.1864117065843
0.0,29.0,57.0,s57,-43.0,s06,-44.0,s22,-57.0,16.444932132322027
0.0,29.0,57.0,s22,-52.0,s06,-55.0,s57,-60.0,24.383691352605638
0.0,29.0,57.0,s57,-37.0,s06,-49.0,s20,-58.0,11.969455133335652
0.0,29.0,57.0,s57,-47.0,s20,-50.0,s06,-54.0,10.632234670563626
0.0,29.0,57.0,s57,-45.0,s06,-46.0,s20,-55.0,7.6736530503853295
0.0,29.0,57.0,s22,-48.0,s57,-52.0,s06,-60.0,17.47785104060869
0.0,29.0,57.0,s57,-33.0,s22,-47.0,s20,-51.0,10.491525341491
0.0,29.0,57.0,s57,-43.0,s20,-52.0,s06,-53.0,11.136176553951875
0.0,29.0,57.0,s57,-45.0,s22,-48.0,s06,-61.0,7.131625262161584
0.0,29.0,57.0,s57,-43.0,s22,-51.0,s06,-61.0,7.230509704883391
0.0,29.0,57.0,s57,-45.0,s06,-47.0,s22,-52.0,14.61684330206814
0.0,29.0,57.0,s57,-37.0,s20,-54.0,s54,-58.0,672.6017588121365
0.0,29.0,57.0,s06,-53.0,s22,-53.0,s54,-54.0,33.24041092800589
0.0,29.0,57.0,s57,-49.0,s22,-53.0,s06,-54.0,8.090599975334378
0.0,29.0,57.0,s06,-47.0,s20,-55.0,s57,-57.0,14.843141774586522
0.0,29.0,57.0,s20,-52.0,s06,-54.0,s57,-54.0,12.88073233711695
0.0,29.0,57.0,s57,-48.0,s22,-52.0,s06,-57.0,5.486756508719389
0.0,29.0,57.0,s22,-52.0,s57,-55.0,s06,-57.0,17.20855679398031
0.0,29.0,57.0,s57,-51.0,s06,-52.0,s22,-56.0,20.005127762338383
0.0,29.0,57.0,s57,-47.0,s22,-48.0,s06,-57.0,4.1112299107122405
0.0,29.0,57.0,s57,-35.0,s06,-49.0,s22,-52.0,14.210154032478824
0.0,29.0,57.0,s22,-54.0,s20,-55.0,s57,-55.0,13.273864474531209
0.0,29.0,57.0,s06,-51.0,s57,-51.0,s22,-56.0,34.49200881623782
0.0,29.0,57.0,s57,-36.0,s06,-44.0,s20,-49.0,10.104248956271075
0.0,29.0,57.0,s57,-49.0,s20,-51.0,s06,-56.0,12.369019514839671
0.0,29.0,57.0,s06,-48.0,s22,-54.0,s57,-54.0,17.012697858897322
0.0,29.0,57.0,s20,-47.0,s57,-53.0,s06,-57.0,15.891117981019592
0.0,29.0,57.0,s57,-49.0,s06,-51.0,s20,-53.0,8.674816632347524
0.0,29.0,57.0,s06,-50.0,s20,-51.0,s57,-53.0,13.475743909731529
0.0,29.0,57.0,s20,-53.0,s22,-55.0,s57,-57.0,16.492049917783
0.0,29.0,57.0,s57,-32.0,s22,-46.0,s06,-55.0,4.003982458232099
0.0,29.0,57.0,s20,-53.0,s22,-54.0,s06,-59.0,22.183732292848564
0.0,29.0,57.0,s22,-49.0,s57,-56.0,s06,-61.0,34.42418259322902
0.0,29.0,57.0,s57,-45.0,s06,-54.0,s20,-54.0,6.536278213542499
0.0,29.0,57.0,s22,-47.0,s20,-54.0,s57,-58.0,26.658682062867406
0.0,29.0,57.0,s57,-43.0,s06,-50.0,s22,-54.0,14.146319579241558
0.0,29.0,57.0,s57,-46.0,s06,-52.0,s20,-54.0,6.835213069427571
0.0,29.0,57.0,s57,-44.0,s06,-49.0,s20,-55.0,7.415324492635265
0.0,29.0,57.0,s57,-51.0,s22,-53.0,s06,-58.0,2.1831343924329336
0.0,29.0,57.0,s22,-45.0,s57,-53.0,s06,-57.0,13.560337004444058
0.0,29.0,57.0,s22,-54.0,s20,-55.0,s57,-55.0,13.273864474531209
0.0,29.0,57.0,s22,-52.0,s20,-53.0,s06,-54.0,9.95788567776139
0.0,29.0,57.0,s22,-51.0,s57,-56.0,s06,-59.0,35.04366116165039
0.0,29.0,57.0,s22,-46.0,s57,-58.0,s06,-60.0,39.594903838380965
0.0,29.0,57.0,s20,-48.0,s57,-52.0,s22,-54.0,13.06882922756014
0.0,29.0,57.0,s57,-44.0,s06,-49.0,s22,-54.0,14.605938573837676
0.0,29.0,57.0,s57,-49.0,s06,-53.0,s22,-53.0,11.287196749820172
0.0,29.0,57.0,s57,-51.0,s22,-53.0,s54,-58.0,24.20827953521042
0.0,29.0,57.0,s57,-36.0,s20,-54.0,s22,-54.0,7.200591445465599
0.0,29.0,57.0,s57,-48.0,s06,-51.0,s20,-51.0,10.677217186043425
0.0,29.0,57.0,s06,-46.0,s57,-53.0,s20,-54.0,18.099280422159516
0.0,29.0,57.0,s57,-37.0,s22,-52.0,s20,-53.0,7.655400468799201
0.0,29.0,57.0,s20,-49.0,s06,-57.0,s22,-57.0,9.361870099001573
0.0,29.0,57.0,s57,-40.0,s06,-50.0,s22,-50.0,14.0830230823641
0.0,29.0,57.0,s06,-49.0,s22,-54.0,s57,-55.0,18.069342697911615
0.0,29.0,57.0,s57,-38.0,s20,-53.0,s06,-54.0,9.902243209582325
0.0,29.0,57.0,s06,-51.0,s57,-54.0,s54,-58.0,24.72205522548526
0.0,29.0,57.0,s57,-52.0,s22,-54.0,s54,-57.0,27.249669401177094
0.0,29.0,57.0,s57,-38.0,s06,-46.0,s20,-54.0,7.79536428995359
0.0,29.0,57.0,s20,-51.0,s57,-54.0,s22,-57.0,14.446207517917756
0.0,29.0,57.0,s57,-48.0,s20,-53.0,s22,-57.0,7.64339845589054
0.0,29.0,57.0,s57,-44.0,s06,-50.0,s20,-52.0,8.094723485689991
0.0,29.0,57.0,s20,-48.0,s06,-50.0,s22,-53.0,14.305929793709959
0.0,29.0,57.0,s22,-56.0,s57,-57.0,s31,-60.0,26.783657817380963
0.0,29.0,57.0,s57,-50.0,s22,-51.0,s54,-60.0,21.15708806086151
0.0,29.0,57.0,s57,-47.0,s06,-57.0,s22,-57.0,9.361353577306891
0.0,29.0,57.0,s06,-44.0,s57,-52.0,s22,-57.0,15.893569479748734
0.0,29.0,57.0,s06,-50.0,s57,-53.0,s22,-55.0,14.463664719929696
0.0,29.0,57.0,s57,-37.0,s20,-48.0,s22,-53.0,12.599975615079968
0.0,29.0,57.0,s57,-52.0,s20,-54.0,s22,-60.0,13.857209742893122
0.0,29.0,57.0,s22,-54.0,s57,-55.0,s20,-61.0,15.760645542618937
0.0,29.0,57.0,s06,-45.0,s20,-53.0,s22,-57.0,17.242658190653103
0.0,29.0,57.0,s57,-42.0,s22,-47.0,s06,-49.0,8.6497664537926
0.0,29.0,57.0,s06,-48.0,s57,-52.0,s20,-54.0,17.758455236308105
0.0,29.0,57.0,s06,-47.0,s57,-54.0,s20,-55.0,20.37791275473791
0.0,29.0,57.0,s57,-49.0,s20,-52.0,s22,-55.0,8.344076130428377
0.0,29.0,57.0,s57,-39.0,s06,-51.0,s20,-52.0,8.308399859545366
0.0,29.0,57.0,s57,-46.0,s22,-52.0,s20,-57.0,4.516095390721898
0.0,29.0,57.0,s57,-49.0,s06,-50.0,s22,-56.0,21.883012002879443
0.0,29.0,57.0,s57,-33.0,s20,-53.0,s22,-53.0,9.268334779263315
0.0,29.0,57.0,s57,-51.0,s06,-55.0,s22,-59.0,16.53735515076306
0.0,29.0,57.0,s22,-51.0,s06,-52.0,s20,-61.0,18.209681139363042
0.0,29.0,57.0,s57,-46.0,s06,-48.0,s20,-49.0,10.181811837186883
0.0,29.0,57.0,s22,-45.0,s57,-50.0,s06,-60.0,15.989636854942615
0.0,29.0,57.0,s57,-45.0,s20,-49.0,s06,-56.0,11.530543799890141
0.0,29.0,57.0,s57,-45.0,s20,-52.0,s22,-55.0,7.836992166812081
0.0,29.0,57.0,s57,-50.0,s20,-54.0,s06,-58.0,8.991240943183254
0.0,29.0,57.0,s22,-52.0,s06,-57.0,s57,-57.0,9.704036574219284
0.0,29.0,57.0,s06,-54.0,s22,-57.0,s57,-57.0,16.14960770865492
0.0,29.0,57.0,s57,-47.0,s06,-50.0,s20,-51.0,10.734290194952592
0.0,29.0,57.0,s06,-44.0,s20,-54.0,s57,-57.0,15.217419574514535
0.0,29.0,57.0,s54,-54.0,s22,-55.0,s06,-56.0,173.62150206751355
0.0,29.0,57.0,s06,-51.0,s57,-52.0,s22,-53.0,12.216152947234631
0.0,29.0,57.0,s57,-47.0,s22,-50.0,s06,-51.0,9.696630333847928
0.0,29.0,57.0,s06,-49.0,s57,-51.0,s22,-53.0,12.285976988346711
0.0,29.0,57.0,s57,-50.0,s22,-52.0,s20,-55.0,5.918487423315151
0.0,29.0,57.0,s57,-35.0,s22,-52.0,s20,-57.0,4.459196348561788
0.0,29.0,57.0,s57,-43.0,s06,-54.0,s22,-54.0,10.266758334466147
0.0,29.0,57.0,s57,-41.0,s06,-49.0,s22,-49.0,14.709392260155399
0.0,29.0,57.0,s54,-56.0,s57,-57.0,s06,-58.0,56.13339347604778
0.0,29.0,57.0,s06,-50.0,s57,-55.0,s54,-56.0,25.834779645953795
0.0,29.0,57.0,s57,-33.0,s22,-45.0,s06,-53.0,6.159917133813655
0.0,29.0,57.0,s57,-46.0,s06,-47.0,s22,-56.0,22.647431054096373
0.0,29.0,57.0,s20,-48.0,s06,-49.0,s22,-54.0,15.645408523498192
0.0,29.0,57.0,s20,-52.0,s22,-53.0,s57,-55.0,22.30364132763453
0.0,29.0,57.0,s57,-43.0,s20,-48.0,s06,-51.0,14.695033302989899
0.0,29.0,57.0,s20,-54.0,s22,-57.0,s57,-57.0,16.51965228360357
0.0,29.0,57.0,s57,-46.0,s20,-51.0,s06,-53.0,11.623682675964911
0.0,29.0,57.0,s57,-49.0,s06,-60.0,s22,-60.0,14.987714333397856
0.0,29.0,57.0,s57,-51.0,s22,-54.0,s20,-56.0,2.3602997154161773
0.0,29.0,57.0,s57,-51.0,s20,-55.0,s06,-61.0,7.1833107711495225
0.0,29.0,57.0,s57,-51.0,s22,-56.0,s06,-57.0,29.296203651732714
0.0,29.0,57.0,s06,-50.0,s22,-53.0,s57,-56.0,31.629027981131728
0.0,29.0,57.0,s57,-36.0,s20,-55.0,s22,-60.0,13.24818713484423
0.0,29.0,57.0,s57,-35.0,s06,-49.0,s22,-50.0,14.503662098095024
0.0,29.0,57.0,s06,-52.0,s57,-52.0,s22,-56.0,26.962609100625198
0.0,29.0,57.0,s06,-50.0,s20,-55.0,s57,-55.0,14.634313852782821
0.0,29.0,57.0,s06,-48.0,s20,-54.0,s57,-56.0,22.042470012621866
0.0,29.0,57.0,s57,-41.0,s22,-49.0,s06,-56.0,4.203110594010666
0.0,29.0,57.0,s22,-48.0,s06,-55.0,s57,-55.0,14.019223652543932
0.0,29.0,57.0,s57,-34.0,s06,-48.0,s22,-52.0,14.536947555074972
0.0,29.0,57.0,s57,-39.0,s22,-48.0,s54,-55.0,26.08573692465682
0.0,29.0,57.0,s57,-42.0,s54,-58.0,s06,-60.0,31.041940123744993
0.0,29.0,57.0,s57,-37.0,s22,-49.0,s06,-54.0,5.56085418687896
0.0,29.0,57.0,s06,-48.0,s20,-49.0,s57,-51.0,10.215055928086574
0.0,29.0,57.0,s06,-47.0,s57,-50.0,s22,-56.0,33.05396633453432
0.0,29.0,57.0,s20,-52.0,s57,-56.0,s22,-57.0,23.421510769577257
0.0,29.0,57.0,s22,-51.0,s57,-52.0,s54,-61.0,33.929063734098534
0.0,29.0,57.0,s57,-36.0,s20,-46.0,s22,-56.0,11.682985313253566
0.0,29.0,57.0,s57,-46.0,s22,-51.0,s54,-61.0,22.294175309065157
0.0,29.0,57.0,s06,-44.0,s57,-46.0,s20,-53.0,16.677429142918708
0.0,29.0,57.0,s06,-47.0,s20,-47.0,s22,-51.0,9.171445706943755
0.0,29.0,57.0,s20,-49.0,s57,-50.0,s22,-59.0,22.894259683889572
0.0,29.0,57.0,s57,-43.0,s22,-49.0,s20,-55.0,5.120624661057243
0.0,29.0,57.0,s57,-40.0,s06,-50.0,s22,-52.0,13.752794722378523
0.0,29.0,57.0,s57,-47.0,s22,-51.0,s20,-52.0,8.210176745538751
0.0,29.0,57.0,s06,-47.0,s57,-51.0,s22,-60.0,50.66558598981034
0.0,29.0,57.0,s22,-50.0,s06,-53.0,s57,-53.0,10.293441237547919
0.0,29.0,57.0,s57,-42.0,s22,-49.0,s06,-57.0,3.904856225616371
0.0,29.0,57.0,s57,-38.0,s54,-55.0,s20,-59.0,374.70677244709253
0.0,29.0,57.0,s06,-50.0,s54,-58.0,s57,-58.0,28.879957045472942
0.0,29.0,57.0,s22,-48.0,s57,-49.0,s06,-52.0,13.067147693264179
0.0,29.0,57.0,s57,-49.0,s06,-51.0,s20,-56.0,11.493174988558897
0.0,29.0,57.0,s57,-45.0,s06,-48.0,s20,-56.0,11.22380057859222
0.0,29.0,57.0,s22,-53.0,s57,-53.0,s20,-55.0,12.005325056452184
0.0,29.0,57.0,s06,-44.0,s57,-46.0,s22,-51.0,9.103464677296286
0.0,29.0,57.0,s57,-47.0,s22,-48.0,s06,-53.0,6.3590221721298645
0.0,29.0,57.0,s57,-38.0,s20,-49.0,s22,-58.0,11.988721772684588
0.0,29.0,57.0,s22,-47.0,s06,-55.0,s20,-56.0,12.480866869764629
0.0,29.0,57.0,s57,-38.0,s20,-47.0,s22,-50.0,15.703361285416277
0.0,29.0,57.0,s22,-49.0,s57,-54.0,s06,-56.0,14.154948658759144
0.0,29.0,57.0,s57,-35.0,s22,-52.0,s06,-60.0,8.300182189211133
0.0,29.0,57.0,s57,-48.0,s22,-50.0,s06,-53.0,6.804935259580297
0.0,29.0,57.0,s06,-48.0,s22,-52.0,s57,-59.0,32.365298727903394
0.0,29.0,57.0,s57,-32.0,s20,-54.0,s22,-56.0,9.265397009808241
0.0,29.0,57.0,s57,-49.0,s22,-53.0,s06,-55.0,6.051619480674211
0.0,29.0,57.0,s22,-51.0,s06,-53.0,s54,-59.0,112.53346931456059
0.0,29.0,57.0,s57,-35.0,s22,-50.0,s20,-55.0,4.9655466845634075
0.0,29.0,57.0,s57,-47.0,s20,-53.0,s22,-56.0,9.826705373644813
0.0,29.0,57.0,s22,-50.0,s20,-60.0,s06,-61.0,11.066910942646803
0.0,29.0,57.0,s57,-47.0,s06,-49.0,s20,-51.0,10.661784330813273
0.0,29.0,57.0,s57,-53.0,s22,-54.0,s06,-56.0,0.7796829497253176
0.0,29.0,57.0,s06,-52.0,s20,-54.0,s22,-54.0,11.645829890123805
0.0,29.0,57.0,s06,-46.0,s57,-55.0,s20,-56.0,32.891724715434314
0.0,29.0,57.0,s57,-48.0,s06,-49.0,s22,-51.0,15.145961894205326
0.0,29.0,57.0,s57,-42.0,s06,-47.0,s20,-52.0,8.302083577732665
0.0,29.0,57.0,s57,-46.0,s06,-51.0,s20,-61.0,13.8587134643268
0.0,29.0,57.0,s57,-43.0,s06,-48.0,s20,-53.0,8.098123997723295
0.0,29.0,57.0,s57,-36.0,s06,-49.0,s22,-51.0,14.950885947290615
0.0,29.0,57.0,s57,-38.0,s06,-53.0,s20,-57.0,5.80967834679297
0.0,29.0,57.0,s57,-46.0,s06,-53.0,s22,-53.0,11.144905655800708
0.0,29.0,57.0,s06,-51.0,s22,-51.0,s57,-53.0,19.059428429753893
0.0,29.0,57.0,s57,-37.0,s22,-54.0,s06,-59.0,1.0850127481542402
0.0,29.0,57.0,s57,-33.0,s22,-51.0,s06,-59.0,4.443750361524198
0.0,29.0,57.0,s57,-39.0,s22,-51.0,s06,-52.0,6.528531960261648
0.0,29.0,57.0,s57,-48.0,s06,-51.0,s22,-51.0,15.519963483922197
0.0,29.0,57.0,s06,-48.0,s20,-48.0,s57,-56.0,23.23022320294101
0.0,29.0,57.0,s20,-49.0,s06,-54.0,s22,-55.0,11.659884858237502
0.0,29.0,57.0,s57,-48.0,s22,-54.0,s06,-58.0,2.2087750957528747
0.0,29.0,57.0,s57,-55.0,s20,-56.0,s06,-58.0,10.027006031614489
0.0,29.0,57.0,s57,-42.0,s20,-53.0,s06,-59.0,8.487252486192867
0.0,29.0,57.0,s57,-47.0,s20,-49.0,s06,-56.0,11.651499527385807
0.0,29.0,57.0,s57,-38.0,s06,-49.0,s22,-50.0,14.503662098095024
0.0,29.0,57.0,s22,-43.0,s57,-43.0,s06,-51.0,15.402065547203485
0.0,29.0,57.0,s57,-47.0,s06,-52.0,s22,-55.0,13.133669053655144
0.0,29.0,57.0,s57,-34.0,s20,-50.0,s22,-52.0,12.251755991734663
0.0,29.0,57.0,s57,-34.0,s22,-55.0,s06,-60.0,8.55162878538821
0.0,29.0,57.0,s06,-51.0,s57,-52.0,s22,-56.0,29.689365788124437
0.0,29.0,57.0,s57,-36.0,s06,-54.0,s22,-61.0,22.143091848525216
0.0,29.0,57.0,s57,-42.0,s06,-52.0,s20,-52.0,7.858400302544264
0.0,29.0,57.0,s22,-49.0,s57,-50.0,s06,-53.0,12.78490067215023
0.0,29.0,57.0,s20,-49.0,s57,-50.0,s22,-52.0,10.957543442443896
0.0,29.0,57.0,s57,-46.0,s06,-49.0,s22,-58.0,23.553958119193034
0.0,29.0,57.0,s57,-41.0,s22,-52.0,s06,-55.0,5.764274099748968
0.0,29.0,57.0,s57,-44.0,s20,-51.0,s06,-52.0,11.836554772922897
0.0,29.0,57.0,s57,-33.0,s22,-48.0,s06,-60.0,10.485014159919288
0.0,29.0,57.0,s22,-48.0,s57,-51.0,s06,-60.0,14.809914790740134
0.0,29.0,57.0,s57,-34.0,s20,-55.0,s22,-55.0,4.620695371028842
0.0,29.0,57.0,s57,-42.0,s20,-48.0,s06,-54.0,10.923743751397188
0.0,29.0,57.0,s57,-35.0,s06,-51.0,s22,-55.0,16.1775849136166
0.0,29.0,57.0,s57,-35.0,s22,-49.0,s20,-61.0,5.121559183240004
0.0,29.0,57.0,s57,-37.0,s22,-48.0,s06,-51.0,9.056323294517897
0.0,29.0,57.0,s57,-33.0,s22,-49.0,s06,-61.0,6.820865962748492
0.0,29.0,57.0,s06,-45.0,s57,-45.0,s22,-54.0,14.607683432971164
0.0,29.0,57.0,s57,-43.0,s06,-50.0,s22,-51.0,14.55780886540626
0.0,29.0,57.0,s57,-41.0,s22,-51.0,s06,-59.0,4.443750361524198
0.0,29.0,57.0,s57,-43.0,s22,-49.0,s20,-52.0,7.9609015168005515
0.0,29.0,57.0,s57,-49.0,s06,-51.0,s22,-51.0,15.802660519341323
0.0,29.0,57.0,s57,-39.0,s22,-52.0,s06,-54.0,7.8463730168030175
0.0,29.0,57.0,s06,-51.0,s22,-52.0,s54,-55.0,26.762592131735655
0.0,29.0,57.0,s06,-45.0,s22,-54.0,s20,-55.0,21.704788235558766
0.0,29.0,57.0,s57,-37.0,s06,-50.0,s22,-54.0,14.146319579241558
0.0,29.0,57.0,s57,-48.0,s22,-56.0,s06,-59.0,24.780182944363226
0.0,29.0,57.0,s57,-40.0,s06,-47.0,s22,-53.0,14.68205963749588
0.0,29.0,57.0,s57,-45.0,s06,-50.0,s20,-60.0,16.40968995274496
0.0,29.0,57.0,s57,-42.0,s22,-44.0,s06,-53.0,6.159917133813655
0.0,29.0,57.0,s57,-46.0,s06,-48.0,s20,-50.0,9.794946148223834
0.0,29.0,57.0,s20,-51.0,s22,-52.0,s57,-52.0,18.428207377584666
0.0,29.0,57.0,s57,-51.0,s22,-54.0,s06,-56.0,1.721019286331114
