x,emitter,ref_sensor,sensor_x,rssi_x,sensor_y,rssi_y,sensor_z,rssi_z,distance_error
0.0,29.0,20.0,s57,-45.0,s20,-49.0,s22,-51.0,17.2340076538093
0.0,29.0,20.0,s20,-52.0,s54,-55.0,s31,-59.0,16.024005551247168
0.0,29.0,20.0,s20,-38.0,s06,-48.0,s57,-48.0,14.460890223192509
0.0,29.0,20.0,s20,-47.0,s57,-49.0,s06,-54.0,11.969960668211762
0.0,29.0,20.0,s20,-48.0,s06,-50.0,s57,-51.0,14.004803096050667
0.0,29.0,20.0,s06,-52.0,s57,-55.0,s20,-56.0,30.755538369453127
0.0,29.0,20.0,s57,-50.0,s06,-54.0,s20,-57.0,16.17136687958868
0.0,29.0,20.0,s06,-51.0,s57,-54.0,s54,-58.0,4.285206997380608
0.0,29.0,20.0,s20,-56.0,s31,-57.0,s22,-60.0,51.28635735171019
0.0,29.0,20.0,s20,-47.0,s57,-56.0,s06,-57.0,4.015430233928657
0.0,29.0,20.0,s20,-46.0,s54,-56.0,s57,-58.0,177.17298497505374
0.0,29.0,20.0,s20,-36.0,s57,-48.0,s06,-51.0,10.298579103094454
0.0,29.0,20.0,s20,-32.0,s22,-56.0,s54,-61.0,11.121088914597566
0.0,29.0,20.0,s20,-34.0,s06,-48.0,s57,-59.0,10.349481741639828
0.0,29.0,20.0,s57,-47.0,s06,-49.0,s54,-57.0,35.092521799063654
0.0,29.0,20.0,s20,-34.0,s06,-58.0,s57,-58.0,7.812889840635384
0.0,29.0,20.0,s20,-45.0,s57,-46.0,s06,-50.0,10.569924080110322
0.0,29.0,20.0,s20,-49.0,s06,-53.0,s57,-54.0,8.039025639998144
0.0,29.0,20.0,s20,-44.0,s06,-48.0,s57,-56.0,10.511102895026355
0.0,29.0,20.0,s20,-47.0,s06,-49.0,s57,-55.0,9.843644108948274
0.0,29.0,20.0,s06,-48.0,s57,-55.0,s54,-56.0,5.642289527723339
0.0,29.0,20.0,s57,-46.0,s06,-56.0,s20,-56.0,23.03506434528518
0.0,29.0,20.0,s57,-46.0,s20,-49.0,s06,-51.0,15.417904609323942
0.0,29.0,20.0,s20,-44.0,s57,-53.0,s54,-54.0,191.64933307898892
0.0,29.0,20.0,s20,-49.0,s06,-52.0,s57,-52.0,9.767565052116522
0.0,29.0,20.0,s20,-49.0,s06,-52.0,s57,-56.0,4.89914456496119
0.0,29.0,20.0,s20,-38.0,s06,-48.0,s57,-48.0,14.460890223192509
0.0,29.0,20.0,s20,-42.0,s06,-49.0,s57,-52.0,11.946408616730205
0.0,29.0,20.0,s20,-37.0,s54,-49.0,s57,-51.0,709.4796602646575
0.0,29.0,20.0,s06,-46.0,s57,-60.0,s22,-61.0,12.079792696361482
0.0,29.0,20.0,s20,-47.0,s57,-50.0,s06,-55.0,13.674496717122677
0.0,29.0,20.0,s20,-39.0,s06,-52.0,s57,-54.0,7.891866313051216
0.0,29.0,20.0,s20,-37.0,s06,-46.0,s57,-50.0,14.065513695370356
0.0,29.0,20.0,s57,-44.0,s06,-47.0,s20,-50.0,11.273771658226975
0.0,29.0,20.0,s06,-48.0,s57,-56.0,s22,-58.0,3.977925307096078
0.0,29.0,20.0,s06,-42.0,s20,-43.0,s57,-46.0,10.410349734338192
0.0,29.0,20.0,s20,-28.0,s57,-48.0,s06,-50.0,10.438987529049246
0.0,29.0,20.0,s20,-57.0,s22,-58.0,s57,-58.0,15.224378903790434
0.0,29.0,20.0,s57,-43.0,s20,-46.0,s06,-48.0,14.743440671762508
0.0,29.0,20.0,s57,-50.0,s20,-52.0,s06,-56.0,13.364546662194446
0.0,29.0,20.0,s06,-48.0,s57,-50.0,s54,-56.0,2.9877241254736733
0.0,29.0,20.0,s57,-52.0,s54,-53.0,s06,-55.0,10.782562653751302
0.0,29.0,20.0,s20,-37.0,s57,-49.0,s06,-57.0,14.495940913413515
0.0,29.0,20.0,s20,-40.0,s57,-48.0,s54,-56.0,172.2506920721506
0.0,29.0,20.0,s20,-42.0,s57,-49.0,s06,-57.0,14.495940913413515
0.0,29.0,20.0,s20,-36.0,s06,-51.0,s22,-55.0,11.223761510039703
0.0,29.0,20.0,s20,-45.0,s57,-45.0,s06,-51.0,10.499500334923107
0.0,29.0,20.0,s06,-49.0,s20,-55.0,s31,-57.0,29.054817248624406
0.0,29.0,20.0,s20,-33.0,s57,-49.0,s06,-51.0,10.017639016479016
0.0,29.0,20.0,s20,-38.0,s06,-51.0,s57,-53.0,12.229333211581915
0.0,29.0,20.0,s54,-53.0,s31,-55.0,s57,-57.0,17.746085691827062
0.0,29.0,20.0,s06,-50.0,s57,-51.0,s20,-55.0,24.367192205732866
0.0,29.0,20.0,s06,-41.0,s20,-44.0,s57,-52.0,7.778925805130247
0.0,29.0,20.0,s20,-44.0,s54,-48.0,s57,-54.0,613.5772631946601
0.0,29.0,20.0,s20,-44.0,s57,-44.0,s06,-51.0,10.499500334923107
0.0,29.0,20.0,s20,-40.0,s06,-53.0,s54,-53.0,15.916225544299387
0.0,29.0,20.0,s57,-56.0,s22,-57.0,s31,-60.0,10.239070538291497
0.0,29.0,20.0,s06,-52.0,s05,-61.0,s57,-61.0,41.541559092163354
0.0,29.0,20.0,s57,-41.0,s20,-56.0,s54,-61.0,997.6164903789866
0.0,29.0,20.0,s06,-53.0,s54,-53.0,s31,-59.0,11.978238384860989
0.0,29.0,20.0,s20,-29.0,s57,-45.0,s54,-61.0,159.20196767828932
0.0,29.0,20.0,s06,-48.0,s57,-50.0,s22,-55.0,9.704511494084226
0.0,29.0,20.0,s57,-45.0,s06,-52.0,s22,-54.0,11.98742126012405
0.0,29.0,20.0,s06,-54.0,s22,-60.0,s54,-60.0,3.969628519551187
0.0,29.0,20.0,s57,-45.0,s20,-54.0,s54,-59.0,694.2113659740273
0.0,29.0,20.0,s06,-51.0,s22,-61.0,s31,-61.0,56.42436047382733
0.0,29.0,20.0,s57,-51.0,s22,-54.0,s06,-55.0,14.177591587757004
0.0,29.0,20.0,s20,-45.0,s06,-49.0,s57,-52.0,11.946408616730205
0.0,29.0,20.0,s57,-45.0,s06,-48.0,s22,-61.0,5.132528634243697
0.0,29.0,20.0,s20,-48.0,s57,-52.0,s06,-55.0,11.389853801949616
0.0,29.0,20.0,s20,-46.0,s57,-49.0,s06,-55.0,14.16867382330083
0.0,29.0,20.0,s57,-48.0,s06,-51.0,s20,-52.0,13.234585235846383
0.0,29.0,20.0,s06,-40.0,s57,-43.0,s20,-47.0,15.088826539487284
0.0,29.0,20.0,s20,-49.0,s06,-50.0,s57,-50.0,13.732263484871655
0.0,29.0,20.0,s20,-40.0,s06,-51.0,s54,-53.0,15.29275178609626
0.0,29.0,20.0,s20,-47.0,s06,-51.0,s54,-57.0,13.584042976307868
0.0,29.0,20.0,s06,-48.0,s57,-49.0,s54,-60.0,1.341652173165506
0.0,29.0,20.0,s57,-52.0,s20,-53.0,s06,-54.0,11.447172406914254
0.0,29.0,20.0,s20,-46.0,s57,-48.0,s06,-53.0,11.513181346833493
0.0,29.0,20.0,s20,-42.0,s06,-54.0,s54,-57.0,14.44695703626369
0.0,29.0,20.0,s20,-44.0,s06,-46.0,s22,-55.0,11.264745401404499
0.0,29.0,20.0,s20,-51.0,s06,-52.0,s22,-59.0,3.5779160177646494
0.0,29.0,20.0,s20,-31.0,s57,-50.0,s06,-53.0,10.739738618427564
0.0,29.0,20.0,s57,-45.0,s20,-48.0,s06,-56.0,12.337248185093564
0.0,29.0,20.0,s20,-47.0,s57,-47.0,s31,-59.0,31.83579010376173
0.0,29.0,20.0,s20,-36.0,s57,-56.0,s05,-57.0,308.08292223702114
0.0,29.0,20.0,s20,-51.0,s06,-52.0,s54,-59.0,10.080604462384821
0.0,29.0,20.0,s20,-36.0,s06,-44.0,s57,-52.0,12.667146276444614
0.0,29.0,20.0,s20,-35.0,s06,-41.0,s57,-55.0,10.611967339444215
0.0,29.0,20.0,s57,-54.0,s20,-56.0,s54,-56.0,939.2473318088191
0.0,29.0,20.0,s06,-47.0,s20,-48.0,s22,-54.0,8.012479675361284
0.0,29.0,20.0,s06,-46.0,s20,-47.0,s54,-59.0,17.839129699157937
0.0,29.0,20.0,s20,-38.0,s06,-45.0,s57,-50.0,14.16792292926561
0.0,29.0,20.0,s20,-44.0,s54,-54.0,s22,-60.0,35.33732053109372
0.0,29.0,20.0,s20,-33.0,s06,-43.0,s22,-57.0,11.230224904988535
0.0,29.0,20.0,s20,-38.0,s06,-48.0,s57,-56.0,10.511102895026355
0.0,29.0,20.0,s20,-47.0,s57,-53.0,s06,-56.0,24.150866573920638
0.0,29.0,20.0,s06,-45.0,s20,-46.0,s22,-60.0,7.924724739740718
0.0,29.0,20.0,s57,-47.0,s22,-52.0,s06,-53.0,12.420458366066804
0.0,29.0,20.0,s20,-43.0,s06,-46.0,s57,-54.0,11.591495606946086
0.0,29.0,20.0,s20,-28.0,s06,-49.0,s54,-57.0,13.514440165329939
0.0,29.0,20.0,s20,-46.0,s06,-48.0,s57,-52.0,12.467794801943787
0.0,29.0,20.0,s20,-36.0,s06,-53.0,s54,-53.0,15.916225544299387
0.0,29.0,20.0,s06,-54.0,s22,-55.0,s54,-59.0,23.627945349526914
0.0,29.0,20.0,s06,-41.0,s57,-53.0,s54,-60.0,3.317603981514152
0.0,29.0,20.0,s20,-52.0,s54,-54.0,s31,-56.0,17.11914323209936
0.0,29.0,20.0,s20,-44.0,s06,-54.0,s22,-59.0,3.3539689665376495
0.0,29.0,20.0,s20,-32.0,s06,-47.0,s57,-57.0,10.266899343656766
0.0,29.0,20.0,s06,-43.0,s20,-44.0,s22,-52.0,9.213410524702903
0.0,29.0,20.0,s20,-40.0,s06,-54.0,s57,-57.0,4.725315490417403
0.0,29.0,20.0,s57,-50.0,s54,-53.0,s20,-55.0,295.29516344705877
0.0,29.0,20.0,s06,-52.0,s22,-57.0,s54,-57.0,24.633897760465327
0.0,29.0,20.0,s20,-35.0,s06,-50.0,s54,-52.0,15.569963522769571
0.0,29.0,20.0,s20,-28.0,s06,-45.0,s22,-58.0,11.032763424801887
0.0,29.0,20.0,s20,-46.0,s57,-51.0,s54,-57.0,206.98322771236928
0.0,29.0,20.0,s20,-42.0,s06,-47.0,s57,-53.0,12.197950146956847
0.0,29.0,20.0,s20,-39.0,s06,-42.0,s57,-50.0,14.16792292926561
0.0,29.0,20.0,s20,-46.0,s57,-53.0,s54,-57.0,182.08678917587756
0.0,29.0,20.0,s20,-46.0,s06,-54.0,s22,-58.0,1.7922461197707462
0.0,29.0,20.0,s57,-50.0,s22,-60.0,s06,-61.0,36.841876065233535
0.0,29.0,20.0,s20,-38.0,s57,-53.0,s54,-56.0,148.0624317820984
0.0,29.0,20.0,s06,-48.0,s20,-51.0,s57,-56.0,4.038934739453227
0.0,29.0,20.0,s20,-48.0,s57,-49.0,s54,-55.0,206.5671376966102
0.0,29.0,20.0,s20,-47.0,s57,-48.0,s06,-50.0,10.524957139552324
0.0,29.0,20.0,s06,-45.0,s57,-47.0,s20,-48.0,15.08436293788167
0.0,29.0,20.0,s20,-41.0,s57,-56.0,s05,-59.0,281.7694747668362
0.0,29.0,20.0,s06,-47.0,s57,-59.0,s54,-60.0,10.00560528298676
0.0,29.0,20.0,s20,-48.0,s54,-55.0,s57,-56.0,313.712105494461
0.0,29.0,20.0,s20,-47.0,s06,-48.0,s22,-59.0,9.850387778037248
0.0,29.0,20.0,s57,-47.0,s06,-49.0,s20,-52.0,13.22190530080454
0.0,29.0,20.0,s20,-44.0,s57,-48.0,s54,-49.0,233.83165774985767
0.0,29.0,20.0,s20,-44.0,s57,-48.0,s06,-56.0,26.765961711047122
0.0,29.0,20.0,s57,-48.0,s20,-50.0,s54,-54.0,687.0121566192977
0.0,29.0,20.0,s20,-51.0,s57,-55.0,s54,-57.0,158.35769285405976
0.0,29.0,20.0,s20,-51.0,s57,-52.0,s54,-53.0,200.96810372490066
0.0,29.0,20.0,s54,-55.0,s05,-59.0,s57,-61.0,2396.5060603252227
0.0,29.0,20.0,s20,-47.0,s57,-55.0,s06,-59.0,21.47913915472012
0.0,29.0,20.0,s20,-43.0,s06,-48.0,s57,-52.0,12.362114405711015
0.0,29.0,20.0,s20,-51.0,s54,-59.0,s57,-59.0,218.45318186795905
0.0,29.0,20.0,s57,-49.0,s20,-50.0,s06,-56.0,12.373482879628886
0.0,29.0,20.0,s06,-49.0,s54,-57.0,s57,-58.0,16.5172787243063
0.0,29.0,20.0,s57,-43.0,s06,-51.0,s20,-52.0,13.393221748143022
0.0,29.0,20.0,s20,-46.0,s06,-50.0,s54,-54.0,14.812236567089618
0.0,29.0,20.0,s20,-47.0,s06,-50.0,s54,-53.0,15.417032985591616
0.0,29.0,20.0,s20,-47.0,s57,-56.0,s54,-59.0,70.22160175759882
0.0,29.0,20.0,s20,-40.0,s57,-53.0,s54,-54.0,191.64933307898892
0.0,29.0,20.0,s20,-51.0,s06,-54.0,s31,-60.0,8.86601557916735
0.0,29.0,20.0,s20,-40.0,s57,-48.0,s06,-58.0,29.152490461798006
0.0,29.0,20.0,s20,-38.0,s57,-50.0,s54,-54.0,210.35747578392892
0.0,29.0,20.0,s20,-35.0,s06,-45.0,s31,-59.0,10.030901129802775
0.0,29.0,20.0,s06,-48.0,s57,-48.0,s20,-54.0,21.57426827682559
0.0,29.0,20.0,s57,-46.0,s06,-55.0,s20,-61.0,27.113737546696985
0.0,29.0,20.0,s57,-44.0,s20,-45.0,s54,-57.0,625.8134287838196
0.0,29.0,20.0,s57,-41.0,s20,-43.0,s06,-49.0,14.279919773082806
0.0,29.0,20.0,s20,-46.0,s06,-47.0,s57,-52.0,12.572326883971511
0.0,29.0,20.0,s20,-35.0,s57,-46.0,s06,-53.0,11.654304773004148
0.0,29.0,20.0,s20,-42.0,s57,-51.0,s06,-54.0,12.434338975357532
0.0,29.0,20.0,s20,-46.0,s57,-46.0,s06,-53.0,11.656243313424515
0.0,29.0,20.0,s20,-40.0,s06,-47.0,s57,-56.0,10.664481601490467
0.0,29.0,20.0,s57,-47.0,s20,-48.0,s06,-51.0,14.937184262848277
0.0,29.0,20.0,s57,-44.0,s20,-47.0,s06,-50.0,14.004455969370749
0.0,29.0,20.0,s20,-36.0,s57,-53.0,s06,-54.0,8.872169843480203
0.0,29.0,20.0,s06,-55.0,s22,-55.0,s05,-60.0,74.65571537812397
0.0,29.0,20.0,s20,-45.0,s06,-50.0,s54,-53.0,15.359447367899346
0.0,29.0,20.0,s20,-44.0,s06,-50.0,s57,-58.0,9.839823794512112
0.0,29.0,20.0,s20,-48.0,s57,-55.0,s06,-56.0,21.957076744571527
0.0,29.0,20.0,s20,-37.0,s06,-43.0,s54,-59.0,9.95891772487071
0.0,29.0,20.0,s20,-37.0,s57,-50.0,s06,-51.0,9.627675658215619
0.0,29.0,20.0,s57,-42.0,s06,-45.0,s22,-61.0,5.285319161103041
0.0,29.0,20.0,s06,-46.0,s20,-46.0,s57,-51.0,10.443897170314624
0.0,29.0,20.0,s57,-48.0,s06,-50.0,s20,-50.0,11.103460901656225
0.0,29.0,20.0,s20,-42.0,s57,-54.0,s06,-61.0,30.30686415436477
0.0,29.0,20.0,s57,-44.0,s06,-48.0,s22,-52.0,12.908066723446767
0.0,29.0,20.0,s20,-33.0,s06,-50.0,s57,-52.0,11.392267644363148
0.0,29.0,20.0,s57,-45.0,s06,-50.0,s31,-58.0,46.76591756304539
0.0,29.0,20.0,s20,-43.0,s06,-50.0,s22,-58.0,8.59470676999535
0.0,29.0,20.0,s20,-46.0,s57,-50.0,s54,-58.0,162.06779527211418
0.0,29.0,20.0,s06,-53.0,s20,-53.0,s31,-61.0,15.075144923889743
0.0,29.0,20.0,s20,-36.0,s06,-47.0,s57,-51.0,14.624478087498654
0.0,29.0,20.0,s20,-43.0,s57,-46.0,s22,-52.0,10.678154314195655
0.0,29.0,20.0,s20,-48.0,s57,-49.0,s06,-54.0,11.954207702860685
0.0,29.0,20.0,s20,-44.0,s06,-48.0,s57,-52.0,12.362114405711015
0.0,29.0,20.0,s20,-44.0,s06,-50.0,s54,-54.0,14.778440325854408
0.0,29.0,20.0,s57,-52.0,s20,-54.0,s54,-57.0,721.0615123056555
0.0,29.0,20.0,s06,-44.0,s20,-52.0,s57,-57.0,9.870819221135172
0.0,29.0,20.0,s06,-47.0,s20,-51.0,s57,-58.0,4.673838919678779
0.0,29.0,20.0,s57,-49.0,s06,-53.0,s31,-60.0,46.61829266528262
0.0,29.0,20.0,s57,-48.0,s31,-55.0,s06,-56.0,31.23188787269119
0.0,29.0,20.0,s06,-42.0,s57,-52.0,s54,-59.0,3.9276822843594537
0.0,29.0,20.0,s57,-46.0,s20,-48.0,s06,-55.0,10.737022173857627
0.0,29.0,20.0,s06,-45.0,s57,-45.0,s22,-59.0,25.449955774432404
0.0,29.0,20.0,s20,-35.0,s57,-47.0,s22,-61.0,31.70582392471753
0.0,29.0,20.0,s20,-35.0,s22,-56.0,s57,-58.0,16.844966442037713
0.0,29.0,20.0,s06,-45.0,s57,-46.0,s54,-59.0,2.843168670830955
0.0,29.0,20.0,s20,-42.0,s06,-50.0,s57,-57.0,8.869877400214877
0.0,29.0,20.0,s06,-42.0,s20,-48.0,s54,-57.0,22.136475072059575
0.0,29.0,20.0,s06,-52.0,s54,-55.0,s57,-56.0,21.770863462215228
0.0,29.0,20.0,s20,-44.0,s57,-46.0,s54,-58.0,167.57675379068039
0.0,29.0,20.0,s20,-37.0,s06,-49.0,s57,-53.0,11.665240196995729
0.0,29.0,20.0,s20,-43.0,s06,-47.0,s54,-53.0,15.293844670233675
0.0,29.0,20.0,s20,-51.0,s06,-53.0,s57,-53.0,8.684140054642786
0.0,29.0,20.0,s06,-48.0,s54,-53.0,s57,-55.0,28.76575359834441
0.0,29.0,20.0,s20,-46.0,s57,-49.0,s22,-57.0,12.480430169063663
0.0,29.0,20.0,s06,-50.0,s57,-52.0,s22,-57.0,7.095016635699827
0.0,29.0,20.0,s20,-36.0,s06,-45.0,s54,-55.0,13.615570031736075
0.0,29.0,20.0,s06,-50.0,s57,-50.0,s54,-52.0,7.582706282665959
0.0,29.0,20.0,s57,-43.0,s22,-52.0,s54,-60.0,6.710172194935464
0.0,29.0,20.0,s06,-49.0,s20,-51.0,s57,-56.0,3.857129310155804
0.0,29.0,20.0,s20,-46.0,s06,-55.0,s57,-57.0,4.590723444479388
0.0,29.0,20.0,s57,-45.0,s06,-46.0,s20,-49.0,10.90364094795911
0.0,29.0,20.0,s20,-48.0,s57,-51.0,s54,-55.0,209.56450605948126
0.0,29.0,20.0,s57,-46.0,s20,-52.0,s54,-58.0,616.9746977463709
0.0,29.0,20.0,s20,-36.0,s06,-43.0,s22,-59.0,10.287068620942248
0.0,29.0,20.0,s54,-54.0,s57,-54.0,s05,-60.0,705.0473256616575
0.0,29.0,20.0,s54,-53.0,s06,-54.0,s57,-59.0,10.847782584977972
0.0,29.0,20.0,s57,-44.0,s06,-49.0,s54,-58.0,28.220397894209214
0.0,29.0,20.0,s20,-38.0,s06,-46.0,s57,-55.0,10.467634142012763
0.0,29.0,20.0,s20,-49.0,s06,-52.0,s22,-53.0,13.20872775275841
0.0,29.0,20.0,s57,-45.0,s20,-50.0,s06,-55.0,11.499476767813043
0.0,29.0,20.0,s57,-43.0,s20,-58.0,s06,-59.0,25.269032563460495
0.0,29.0,20.0,s57,-45.0,s06,-47.0,s20,-51.0,10.590634577884035
0.0,29.0,20.0,s20,-46.0,s54,-54.0,s06,-58.0,15.969757386781657
0.0,29.0,20.0,s57,-56.0,s54,-57.0,s31,-58.0,10.940734556646941
0.0,29.0,20.0,s20,-45.0,s06,-51.0,s57,-52.0,12.496746334931997
0.0,29.0,20.0,s20,-47.0,s57,-50.0,s06,-52.0,10.52474488542917
0.0,29.0,20.0,s20,-37.0,s06,-48.0,s57,-50.0,13.897131659993505
0.0,29.0,20.0,s20,-44.0,s57,-54.0,s54,-56.0,139.85247122728705
0.0,29.0,20.0,s57,-42.0,s20,-50.0,s22,-54.0,12.49740536481909
0.0,29.0,20.0,s20,-49.0,s57,-50.0,s22,-52.0,10.102415469599281
0.0,29.0,20.0,s57,-44.0,s20,-56.0,s06,-59.0,23.55028941985884
0.0,29.0,20.0,s22,-58.0,s54,-59.0,s06,-61.0,39.75621448851161
0.0,29.0,20.0,s20,-35.0,s06,-44.0,s22,-55.0,11.351871090750405
0.0,29.0,20.0,s57,-52.0,s22,-57.0,s06,-59.0,18.95884182644038
0.0,29.0,20.0,s06,-50.0,s57,-55.0,s31,-60.0,6.915897314028937
0.0,29.0,20.0,s57,-43.0,s20,-55.0,s22,-58.0,18.38210122130198
0.0,29.0,20.0,s20,-49.0,s57,-49.0,s06,-58.0,28.101755242871658
0.0,29.0,20.0,s20,-41.0,s06,-44.0,s57,-56.0,10.957675996818185
0.0,29.0,20.0,s06,-43.0,s20,-44.0,s57,-53.0,7.4481333909419325
0.0,29.0,20.0,s20,-43.0,s57,-48.0,s06,-60.0,40.180133442756826
0.0,29.0,20.0,s20,-40.0,s57,-48.0,s06,-51.0,10.298579103094454
0.0,29.0,20.0,s57,-48.0,s20,-52.0,s06,-54.0,14.367458000900985
0.0,29.0,20.0,s20,-42.0,s06,-47.0,s57,-51.0,14.624478087498654
0.0,29.0,20.0,s20,-38.0,s57,-47.0,s06,-48.0,10.379528587370235
0.0,29.0,20.0,s20,-39.0,s57,-51.0,s06,-57.0,14.911672104746108
0.0,29.0,20.0,s57,-43.0,s20,-47.0,s06,-52.0,12.143750609595182
0.0,29.0,20.0,s06,-47.0,s20,-52.0,s22,-57.0,9.692623828180155
0.0,29.0,20.0,s57,-43.0,s06,-53.0,s54,-53.0,43.92416299513312
0.0,29.0,20.0,s20,-44.0,s06,-53.0,s22,-59.0,3.4162509126586995
0.0,29.0,20.0,s20,-51.0,s06,-52.0,s22,-60.0,7.748047281701456
0.0,29.0,20.0,s20,-41.0,s57,-57.0,s54,-59.0,123.63230926814151
0.0,29.0,20.0,s20,-42.0,s57,-45.0,s22,-53.0,10.930345458555845
